country,countryname,edate,e101_structure,e102_structure,e103_structure,e104_structure,e105_structure,e106_structure,e107_structure,e108_structure,e109_structure,e110_structure,e201_structure,e202_structure,e203_structure,e204_structure,e301_structure,e302_structure,e303_structure,e304_structure,e305_structure,e401_structure,e402_structure,e403_structure,e404_structure,e405_structure,e406_structure,e407_structure,e408_structure,e409_structure,e410_structure,e411_structure,e412_structure,e413_structure,e414_structure,e415_structure,e416_structure,e501_structure,e502_structure,e503_structure,e504_structure,e505_structure,e506_structure,e507_structure,e601_structure,e602_structure,e603_structure,e604_structure,e605_structure,e606_structure,e607_structure,e608_structure,e701_structure,e702_structure,e703_structure,e704_structure,e705_structure,e706_structure
11,Sweden,1979-09-16,0,0,-1,1,-1,-1,-1,1,0,-1,1,-1,0,0,1,1,1,0,0,1,1,-1,-1,0,0,-1,-1,0,-1,0,-1,-1,1,0,0,-1,0,0,-1,1,-1,0,0,0,1,0,1,-1,-1,0,-1,1,1,0,1,0
11,Sweden,1982-09-19,0,0,-1,1,-1,-1,-1,1,0,-1,1,-1,0,0,1,1,1,0,0,1,1,-1,-1,0,0,-1,-1,0,-1,0,-1,-1,1,0,0,-1,0,0,-1,1,-1,0,0,0,1,0,1,-1,-1,0,-1,1,1,0,1,0
11,Sweden,1985-09-15,0,0,-1,1,-1,-1,-1,1,0,-1,1,-1,0,0,1,1,1,0,0,1,1,-1,-1,0,0,-1,-1,0,-1,0,-1,-1,1,0,0,-1,0,0,-1,1,-1,0,0,0,1,0,1,-1,-1,0,-1,1,1,0,1,0
11,Sweden,1988-09-18,0,0,-1,1,-1,-1,-1,1,0,-1,1,-1,0,0,1,1,1,0,0,1,1,-1,-1,0,0,-1,-1,0,-1,0,-1,-1,1,0,0,-1,0,0,-1,1,-1,0,0,0,1,0,1,-1,-1,0,-1,1,1,0,1,0
11,Sweden,1991-09-15,0,0,-1,1,-1,-1,-1,1,0,-1,1,-1,0,0,1,1,1,0,0,1,1,-1,-1,0,0,-1,-1,0,-1,0,-1,-1,1,0,0,-1,0,0,-1,1,-1,0,0,0,1,0,1,-1,-1,0,-1,1,1,0,1,0
11,Sweden,1994-09-18,0,0,-1,1,-1,-1,-1,1,0,-1,1,-1,0,0,1,1,1,0,0,1,1,-1,-1,0,0,-1,-1,0,-1,0,-1,-1,1,0,0,-1,0,0,-1,1,-1,0,0,0,1,0,1,-1,-1,0,-1,1,1,0,1,0
11,Sweden,1998-09-21,0,0,-1,1,-1,-1,-1,1,0,-1,1,-1,0,0,1,1,1,0,0,1,1,-1,-1,0,0,-1,-1,0,-1,0,-1,-1,1,0,0,-1,0,0,-1,1,-1,0,0,0,1,0,1,-1,-1,0,-1,1,1,0,1,0
11,Sweden,2002-09-15,0,0,-1,1,-1,-1,-1,1,0,-1,1,-1,0,0,1,1,1,0,0,1,1,-1,-1,0,0,-1,-1,0,-1,0,-1,-1,1,0,0,-1,0,0,-1,1,-1,0,0,0,1,0,1,-1,-1,0,-1,1,1,0,1,0
11,Sweden,2006-09-17,1,0,-1,1,-1,0,-1,1,-1,-1,1,-1,1,0,1,1,1,0,0,1,1,-1,-1,0,0,1,0,-1,-1,1,-1,-1,1,-1,-1,-1,0,-1,-1,1,0,0,1,0,1,-1,1,-1,-1,1,-1,1,1,1,0,0
11,Sweden,2010-09-19,1,0,-1,1,-1,0,-1,1,-1,-1,1,-1,1,0,1,1,1,0,0,1,1,-1,-1,0,0,1,0,-1,-1,1,-1,-1,1,-1,-1,-1,0,-1,-1,1,0,0,1,0,1,-1,1,-1,-1,1,-1,1,1,1,0,0
12,Norway,1945-10-08,-1,0,-1,1,-1,-1,-1,0,-1,-1,1,-1,1,0,1,0,0,0,0,1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,1,-1,0,0,0,-1,-1,1,1,1,-1,0,1,0,1,-1,1,1,-1,1,1,1,1,0
12,Norway,1949-10-10,-1,0,-1,1,-1,-1,-1,0,-1,-1,1,-1,1,0,1,0,0,0,0,1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,1,-1,0,0,0,-1,-1,1,1,1,-1,0,1,0,1,-1,1,1,-1,1,1,1,1,0
12,Norway,1953-10-12,-1,0,-1,1,-1,-1,-1,0,-1,-1,1,-1,1,0,1,0,0,0,0,1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,1,-1,0,0,0,-1,-1,1,1,1,-1,0,1,0,1,-1,1,1,-1,1,1,1,1,0
12,Norway,1957-10-07,-1,0,-1,1,-1,-1,-1,0,-1,-1,1,-1,1,0,1,0,0,0,0,1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,1,-1,0,0,0,-1,-1,1,1,1,-1,0,1,0,1,-1,1,1,-1,1,1,1,1,0
12,Norway,1961-09-11,-1,0,-1,1,-1,-1,-1,0,0,-1,1,-1,1,0,1,0,0,0,0,1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,1,-1,0,0,0,-1,-1,1,1,1,1,0,1,0,1,-1,1,1,-1,1,1,0,1,0
12,Norway,1965-09-12,-1,0,-1,1,-1,-1,-1,0,0,-1,1,-1,1,0,1,0,0,0,0,1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,1,-1,0,0,0,-1,-1,1,1,1,1,0,1,0,1,-1,1,1,-1,1,1,0,1,0
12,Norway,1969-09-07,-1,0,-1,1,-1,-1,-1,0,0,-1,1,-1,1,0,1,0,0,0,0,1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,1,-1,0,0,0,-1,-1,1,1,1,1,0,1,0,1,-1,1,1,-1,1,1,0,1,0
12,Norway,1973-09-09,-1,0,-1,1,-1,-1,-1,0,1,-1,1,-1,1,0,1,1,0,0,0,1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,1,-1,0,0,0,-1,-1,1,1,1,1,0,1,0,1,-1,1,1,-1,1,1,0,1,0
12,Norway,1977-09-11,-1,0,-1,1,-1,-1,-1,0,1,-1,1,-1,1,0,1,1,1,0,0,1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,1,-1,0,0,0,-1,-1,1,1,1,1,0,1,0,1,-1,0,1,-1,1,1,0,1,0
12,Norway,1981-09-14,-1,0,-1,1,-1,-1,-1,0,1,-1,1,-1,1,0,1,1,1,0,0,1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,1,-1,0,0,0,-1,-1,1,1,1,1,0,1,0,1,-1,0,1,-1,1,1,0,1,0
12,Norway,1985-09-08,-1,0,-1,1,-1,-1,-1,0,1,-1,1,-1,1,0,1,1,1,0,0,1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,1,-1,0,0,0,-1,-1,1,1,1,1,0,1,0,1,-1,0,1,-1,1,1,0,1,0
12,Norway,1989-09-11,-1,0,-1,1,-1,-1,-1,0,1,-1,1,-1,1,0,1,1,1,0,0,1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,1,-1,0,0,0,-1,-1,1,1,1,1,0,1,0,1,-1,0,1,-1,1,1,0,1,0
12,Norway,1993-09-13,-1,0,-1,1,-1,-1,-1,0,1,-1,1,-1,1,0,1,1,1,0,0,1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,1,-1,0,0,0,-1,-1,1,1,1,1,0,1,0,1,-1,-1,1,-1,1,1,0,1,0
12,Norway,1997-09-16,-1,0,-1,1,-1,-1,-1,0,1,-1,1,-1,1,0,1,1,1,0,0,1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,1,-1,0,0,0,-1,-1,1,1,1,1,0,1,0,1,-1,-1,1,-1,1,1,0,1,0
12,Norway,2001-09-10,-1,0,-1,1,-1,-1,-1,0,1,-1,1,-1,1,0,1,1,1,0,0,1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,1,-1,0,0,0,-1,-1,1,1,1,1,0,1,0,1,-1,-1,1,-1,1,1,0,1,0
12,Norway,2005-09-12,-1,-1,-1,1,-1,0,-1,0,1,0,1,-1,1,0,1,1,1,0,0,1,1,-1,-1,-1,0,1,-1,0,0,0,0,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,0,1,-1,-1,1,-1,1,1,0,0,0
12,Norway,2009-09-14,-1,-1,-1,1,-1,0,-1,0,1,0,1,-1,1,0,1,1,1,0,0,1,1,-1,-1,-1,0,1,-1,0,0,0,0,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,0,1,-1,-1,1,-1,1,1,0,0,0
13,Denmark,1945-10-30,1,1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,1,0,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1
13,Denmark,1947-10-28,1,1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,1,0,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1
13,Denmark,1950-09-05,1,1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,1,0,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1
13,Denmark,1953-04-21,1,1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,1,0,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1
13,Denmark,1953-09-22,1,1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,1,0,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1
13,Denmark,1957-05-14,1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,1,0,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1
13,Denmark,1960-11-15,1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,1,0,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1
13,Denmark,1964-09-22,1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,1,0,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1
13,Denmark,1966-11-22,1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,1,0,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1
13,Denmark,1968-01-23,0,-1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,1,0,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1
13,Denmark,1971-09-21,0,-1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,0,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1
13,Denmark,1973-12-04,0,-1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,0,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1
13,Denmark,1975-01-09,0,-1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,0,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1
13,Denmark,1977-02-15,0,-1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,0,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1
13,Denmark,1979-10-23,0,-1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,0,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1
13,Denmark,1981-12-08,0,-1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,0,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1
13,Denmark,1984-01-10,0,-1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,0,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1
13,Denmark,1987-09-08,0,-1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,0,1,1,1,1,0,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1
13,Denmark,1988-05-10,0,-1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,0,1,1,1,1,0,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1
13,Denmark,1990-12-12,0,0,-1,1,-1,-1,1,1,1,-1,1,-1,-1,0,1,1,1,1,0,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1
13,Denmark,1994-09-21,0,0,-1,1,-1,-1,1,1,1,-1,1,-1,-1,0,1,1,1,1,0,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1
13,Denmark,1998-03-11,0,0,-1,1,-1,-1,1,1,1,0,1,-1,-1,0,1,1,1,1,0,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1
13,Denmark,2001-11-20,0,0,-1,1,-1,-1,1,1,1,0,1,-1,-1,0,1,1,1,1,0,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1
13,Denmark,2005-02-08,0,0,-1,1,-1,-1,1,1,1,0,1,-1,-1,0,1,1,1,1,0,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1
13,Denmark,2007-11-13,1,1,-1,1,-1,-1,1,1,1,0,1,-1,0,0,0,1,1,1,0,1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,0,1,-1,-1,1,-1,1,1,1,0,-1
13,Denmark,2011-09-15,1,1,-1,1,-1,-1,1,1,1,0,1,-1,0,0,0,1,1,1,0,1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,0,1,-1,-1,1,-1,1,1,1,0,-1
14,Finland,1945-03-18,-1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,0,0,1,0,1,1,0,1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,0,1,0,1,0,1,0,-1,1,-1,1,1,0
14,Finland,1948-07-02,-1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,0,0,1,0,1,1,0,1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,0,1,0,1,0,1,0,-1,1,-1,1,1,0
14,Finland,1951-07-03,-1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,0,0,1,0,1,1,0,1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,0,1,0,1,0,1,0,-1,1,-1,1,1,0
14,Finland,1954-03-08,-1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,0,0,1,0,1,1,0,1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,0,1,0,1,0,1,0,-1,1,-1,1,1,0
14,Finland,1958-07-07,-1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,0,0,1,0,1,1,0,1,1,0,-1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,0,1,0,1,0,1,0,-1,1,-1,1,1,0
14,Finland,1962-02-05,-1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,0,0,1,0,1,1,0,1,1,0,-1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,0,1,0,1,0,1,0,-1,1,-1,1,1,0
14,Finland,1966-03-21,-1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,0,0,1,0,1,1,0,1,1,0,-1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,0,1,0,1,0,1,0,-1,1,-1,1,1,0
14,Finland,1970-03-16,-1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,0,0,1,0,1,1,0,1,1,0,-1,-1,-1,1,-1,-1,1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,0,1,0,1,0,1,0,-1,1,-1,1,1,0
14,Finland,1972-01-03,-1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,0,0,1,0,1,1,0,1,1,0,-1,-1,-1,1,-1,-1,1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,0,1,0,1,0,1,0,-1,1,-1,1,1,0
14,Finland,1975-09-22,-1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,0,0,1,0,1,1,0,1,1,0,-1,-1,-1,1,-1,-1,1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,0,1,0,1,0,1,0,-1,1,-1,1,1,0
14,Finland,1979-03-13,-1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,0,0,1,0,1,1,0,1,1,-1,-1,-1,-1,1,-1,-1,1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,0,1,0,1,0,1,0,-1,1,-1,1,1,0
14,Finland,1983-03-21,-1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,0,0,1,0,1,1,0,1,1,-1,-1,-1,-1,1,-1,-1,1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,0,1,0,1,0,1,0,-1,1,-1,1,1,0
14,Finland,1987-03-16,-1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,0,0,1,0,1,1,0,1,1,-1,-1,-1,-1,1,-1,-1,1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,0,1,0,1,0,1,0,-1,1,-1,1,1,0
14,Finland,1991-03-17,1,0,-1,1,-1,-1,-1,1,1,1,1,-1,0,0,1,0,1,1,0,1,1,-1,-1,-1,-1,1,-1,-1,1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,0,1,0,1,0,1,0,-1,1,-1,1,1,0
14,Finland,1995-03-19,1,0,-1,1,-1,-1,-1,1,1,1,1,-1,0,0,1,0,1,1,0,1,1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,0,1,0,1,0,1,0,-1,1,-1,1,1,0
14,Finland,1999-03-21,1,0,-1,1,-1,-1,-1,1,1,1,1,-1,0,0,1,0,1,1,0,1,1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,0,1,0,1,0,1,0,-1,1,-1,1,1,0
14,Finland,2003-03-16,1,0,-1,1,-1,-1,-1,1,1,1,1,-1,0,0,1,0,1,1,0,1,1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,0,1,0,1,0,1,0,-1,1,-1,1,1,0
14,Finland,2007-03-18,-1,1,1,1,-1,-1,-1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,0,-1,0,0,0,0,-1,-1,-1,-1,-1,0,0,-1,1,1,-1,1,1,1,0,-1,1,-1,1,1,1,-1,-1
14,Finland,2011-04-17,-1,1,1,1,-1,-1,-1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,0,-1,0,0,0,0,-1,-1,-1,-1,-1,0,0,-1,1,1,-1,1,1,1,0,-1,1,-1,1,1,1,-1,-1
15,Iceland,1946-06-30,-1,0,-1,1,-1,-1,-1,-1,1,1,0,1,-1,1,1,-1,0,-1,0,1,0,-1,-1,0,-1,1,-1,0,0,0,-1,-1,1,-1,-1,-1,0,-1,-1,0,0,0,1,0,1,-1,1,1,0,0,-1,0,-1,0,0,0
15,Iceland,1949-10-23,-1,0,-1,1,-1,-1,-1,-1,1,1,0,1,-1,1,1,-1,0,-1,0,1,0,-1,-1,0,-1,1,-1,0,0,0,-1,-1,1,-1,-1,-1,0,-1,-1,0,0,0,1,0,1,-1,1,1,0,0,-1,0,-1,0,0,0
15,Iceland,1953-06-28,-1,0,-1,1,-1,-1,-1,-1,1,1,0,1,-1,1,1,-1,0,-1,0,1,0,-1,-1,0,-1,1,-1,0,0,0,-1,-1,1,-1,-1,-1,0,-1,-1,0,0,0,1,0,1,-1,1,1,0,0,-1,0,-1,0,0,0
15,Iceland,1956-06-24,-1,0,-1,1,-1,-1,-1,-1,1,1,0,1,-1,1,1,-1,0,-1,0,1,0,-1,-1,0,-1,1,-1,0,0,0,-1,-1,1,-1,-1,-1,0,-1,-1,0,0,0,1,0,1,-1,1,1,0,0,-1,0,-1,0,0,0
15,Iceland,1959-06-28,-1,0,-1,1,-1,-1,-1,-1,1,1,0,1,-1,1,1,-1,0,-1,0,1,0,-1,-1,0,-1,1,-1,0,0,0,-1,-1,1,-1,-1,-1,0,-1,-1,0,0,0,1,0,1,-1,1,1,0,0,-1,0,-1,0,0,0
15,Iceland,1959-10-25,-1,0,-1,1,-1,-1,-1,-1,1,1,0,1,-1,1,1,-1,0,-1,0,1,0,-1,-1,0,-1,1,-1,0,0,0,-1,-1,1,-1,-1,-1,0,-1,-1,0,0,0,1,0,1,-1,1,1,0,0,-1,0,-1,0,0,0
