country,edate,per101,per102,per103,per104,per105,per106,per107,per108,per109,per110,per201,per202,per203,per204,per301,per302,per303,per304,per305,per401,per402,per403,per404,per405,per406,per407,per408,per409,per410,per411,per412,per413,per414,per415,per416,per501,per502,per503,per504,per505,per506,per507,per601,per602,per603,per604,per605,per606,per607,per608,per701,per702,per703,per704,per705,per706
11,1998-09-21,valence,valence,left,right,left,left,left,right,valence,left,right,left,valence,valence,right,right,right,valence,valence,right,right,left,left,valence,valence,left,left,valence,left,valence,left,left,right,valence,valence,left,valence,valence,left,right,left,valence,valence,valence,right,valence,right,left,left,valence,left,right,right,valence,right,valence
11,2002-09-15,valence,valence,left,right,left,left,left,right,valence,left,right,left,valence,valence,right,right,right,valence,valence,right,right,left,left,valence,valence,left,left,valence,left,valence,left,left,right,valence,valence,left,valence,valence,left,right,left,valence,valence,valence,right,valence,right,left,left,valence,left,right,right,valence,right,valence
11,2006-09-17,right,valence,left,right,left,valence,left,right,left,left,right,left,right,valence,right,right,right,valence,valence,right,right,left,left,valence,valence,right,valence,left,left,right,left,left,right,left,left,left,valence,left,left,right,valence,valence,right,valence,right,left,right,left,left,right,left,right,right,right,valence,valence
11,2010-09-19,right,valence,left,right,left,valence,left,right,left,left,right,left,right,valence,right,right,right,valence,valence,right,right,left,left,valence,valence,right,valence,left,left,right,left,left,right,left,left,left,valence,left,left,right,valence,valence,right,valence,right,left,right,left,left,right,left,right,right,right,valence,valence
11,2014-09-14,valence,valence,left,right,left,left,valence,left,right,right,right,valence,valence,valence,right,right,right,valence,valence,right,right,left,left,valence,valence,right,valence,valence,valence,valence,valence,left,right,left,left,left,left,left,valence,right,left,right,right,valence,right,left,right,right,left,right,left,right,right,right,valence,valence
12,1945-10-08,left,valence,left,right,left,left,left,valence,left,left,right,left,right,valence,right,valence,valence,valence,valence,right,right,left,left,valence,left,right,left,left,left,valence,left,left,right,left,valence,valence,valence,left,left,right,right,right,left,valence,right,valence,right,left,right,right,left,right,right,right,right,valence
12,1949-10-10,left,valence,left,right,left,left,left,valence,left,left,right,left,right,valence,right,valence,valence,valence,valence,right,right,left,left,valence,left,right,left,left,left,valence,left,left,right,left,valence,valence,valence,left,left,right,right,right,left,valence,right,valence,right,left,right,right,left,right,right,right,right,valence
12,1953-10-12,left,valence,left,right,left,left,left,valence,left,left,right,left,right,valence,right,valence,valence,valence,valence,right,right,left,left,valence,left,right,left,left,left,valence,left,left,right,left,valence,valence,valence,left,left,right,right,right,left,valence,right,valence,right,left,right,right,left,right,right,right,right,valence
12,1957-10-07,left,valence,left,right,left,left,left,valence,left,left,right,left,right,valence,right,valence,valence,valence,valence,right,right,left,left,valence,left,right,left,left,left,valence,left,left,right,left,valence,valence,valence,left,left,right,right,right,left,valence,right,valence,right,left,right,right,left,right,right,right,right,valence
12,1961-09-11,left,valence,left,right,left,left,left,valence,valence,left,right,left,right,valence,right,valence,valence,valence,valence,right,right,left,left,valence,left,right,left,left,left,valence,left,left,right,left,valence,valence,valence,left,left,right,right,right,right,valence,right,valence,right,left,right,right,left,right,right,valence,right,valence
12,1965-09-12,left,valence,left,right,left,left,left,valence,valence,left,right,left,right,valence,right,valence,valence,valence,valence,right,right,left,left,valence,left,right,left,left,left,valence,left,left,right,left,valence,valence,valence,left,left,right,right,right,right,valence,right,valence,right,left,right,right,left,right,right,valence,right,valence
12,1969-09-07,left,valence,left,right,left,left,left,valence,valence,left,right,left,right,valence,right,valence,valence,valence,valence,right,right,left,left,valence,left,right,left,left,left,valence,left,left,right,left,valence,valence,valence,left,left,right,right,right,right,valence,right,valence,right,left,right,right,left,right,right,valence,right,valence
12,1973-09-09,left,valence,left,right,left,left,left,valence,right,left,right,left,right,valence,right,right,valence,valence,valence,right,right,left,left,valence,left,right,left,left,left,valence,left,left,right,left,valence,valence,valence,left,left,right,right,right,right,valence,right,valence,right,left,right,right,left,right,right,valence,right,valence
12,1977-09-11,left,valence,left,right,left,left,left,valence,right,left,right,left,right,valence,right,right,right,valence,valence,right,right,left,left,valence,left,right,left,left,left,valence,left,left,right,left,valence,valence,valence,left,left,right,right,right,right,valence,right,valence,right,left,valence,right,left,right,right,valence,right,valence
12,1981-09-14,left,valence,left,right,left,left,left,valence,right,left,right,left,right,valence,right,right,right,valence,valence,right,right,left,left,valence,left,right,left,left,left,valence,left,left,right,left,valence,valence,valence,left,left,right,right,right,right,valence,right,valence,right,left,valence,right,left,right,right,valence,right,valence
12,1985-09-08,left,valence,left,right,left,left,left,valence,right,left,right,left,right,valence,right,right,right,valence,valence,right,right,left,left,valence,left,right,left,left,left,valence,left,left,right,left,valence,valence,valence,left,left,right,right,right,right,valence,right,valence,right,left,valence,right,left,right,right,valence,right,valence
12,1989-09-11,left,valence,left,right,left,left,left,valence,right,left,right,left,right,valence,right,right,right,valence,valence,right,right,left,left,valence,left,right,left,left,left,valence,left,left,right,left,valence,valence,valence,left,left,right,right,right,right,valence,right,valence,right,left,valence,right,left,right,right,valence,right,valence
12,1993-09-13,left,valence,left,right,left,left,left,valence,right,left,right,left,right,valence,right,right,right,valence,valence,right,right,left,left,valence,left,right,left,left,left,valence,left,left,right,left,valence,valence,valence,left,left,right,right,right,right,valence,right,valence,right,left,left,right,left,right,right,valence,right,valence
12,1997-09-16,left,valence,left,right,left,left,left,valence,right,left,right,left,right,valence,right,right,right,valence,valence,right,right,left,left,valence,left,right,left,left,left,valence,left,left,right,left,valence,valence,valence,left,left,right,right,right,right,valence,right,valence,right,left,left,right,left,right,right,valence,right,valence
12,2001-09-10,left,valence,left,right,left,left,left,valence,right,left,right,left,right,valence,right,right,right,valence,valence,right,right,left,left,valence,left,right,left,left,left,valence,left,left,right,left,valence,valence,valence,left,left,right,right,right,right,valence,right,valence,right,left,left,right,left,right,right,valence,right,valence
12,2005-09-12,left,left,left,right,left,valence,left,valence,right,valence,right,left,right,valence,right,right,right,valence,valence,right,right,left,left,left,valence,right,left,valence,valence,valence,valence,left,right,left,left,left,left,left,left,right,right,right,right,valence,right,valence,right,left,left,right,left,right,right,valence,valence,valence
12,2009-09-14,left,left,left,right,left,valence,left,valence,right,valence,right,left,right,valence,right,right,right,valence,valence,right,right,left,left,left,valence,right,left,valence,valence,valence,valence,left,right,left,left,left,left,left,left,right,right,right,right,valence,right,valence,right,left,left,right,left,right,right,valence,valence,valence
13,1945-10-30,right,right,left,right,left,left,right,right,right,left,right,left,left,right,right,right,right,right,valence,right,right,left,left,valence,left,right,left,left,left,left,valence,left,right,left,left,left,left,left,left,right,left,right,right,left,right,left,right,left,left,right,left,right,right,right,right,left
13,1947-10-28,right,right,left,right,left,left,right,right,right,left,right,left,left,right,right,right,right,right,valence,right,right,left,left,valence,left,right,left,left,left,left,valence,left,right,left,left,left,left,left,left,right,left,right,right,left,right,left,right,left,left,right,left,right,right,right,right,left
13,1950-09-05,right,right,left,right,left,left,right,right,right,left,right,left,left,right,right,right,right,right,valence,right,right,left,left,valence,left,right,left,left,left,left,valence,left,right,left,left,left,left,left,left,right,left,right,right,left,right,left,right,left,left,right,left,right,right,right,right,left
13,1953-04-21,right,right,left,right,left,left,right,right,right,left,right,left,left,right,right,right,right,right,valence,right,right,left,left,valence,left,right,left,left,left,left,valence,left,right,left,left,left,left,left,left,right,left,right,right,left,right,left,right,left,left,right,left,right,right,right,right,left
13,1953-09-22,right,right,left,right,left,left,right,right,right,left,right,left,left,right,right,right,right,right,valence,right,right,left,left,valence,left,right,left,left,left,left,valence,left,right,left,left,left,left,left,left,right,left,right,right,left,right,left,right,left,left,right,left,right,right,right,right,left
13,1957-05-14,right,left,left,right,left,left,right,right,right,left,right,left,left,right,right,right,right,right,valence,right,right,left,left,valence,left,right,left,left,left,left,valence,left,right,left,left,left,left,left,left,right,left,right,right,left,right,left,right,left,left,right,left,right,right,right,right,left
13,1960-11-15,right,left,left,right,left,left,right,right,right,left,right,left,left,right,right,right,right,right,valence,right,right,left,left,valence,left,right,left,left,left,left,valence,left,right,left,left,left,left,left,left,right,left,right,right,left,right,left,right,left,left,right,left,right,right,right,right,left
13,1964-09-22,right,left,left,right,left,left,right,right,right,left,right,left,left,right,right,right,right,right,valence,right,right,left,left,valence,left,right,left,left,left,left,valence,left,right,left,left,left,left,left,left,right,left,right,right,left,right,left,right,left,left,right,left,right,right,right,right,left
13,1966-11-22,right,left,left,right,left,left,right,right,right,left,right,left,left,right,right,right,right,right,valence,right,right,left,left,valence,left,right,left,left,left,left,valence,left,right,left,left,left,left,left,left,right,left,right,right,left,right,left,right,left,left,right,left,right,right,right,right,left
13,1968-01-23,valence,left,left,right,left,left,right,right,right,left,right,left,left,right,right,right,right,right,valence,right,right,left,left,valence,left,right,left,left,left,left,valence,left,right,left,left,left,left,left,left,right,left,right,right,left,right,left,right,left,left,right,left,right,right,right,right,left
13,1971-09-21,valence,left,left,right,left,left,right,right,right,left,right,left,left,left,right,right,right,right,valence,right,right,left,left,valence,left,right,left,left,left,left,valence,left,right,left,left,left,left,left,left,right,left,right,right,left,right,left,right,left,left,right,left,right,right,right,right,left
13,1973-12-04,valence,left,left,right,left,left,right,right,right,left,right,left,left,left,right,right,right,right,valence,right,right,left,left,valence,left,right,left,left,left,left,left,left,right,left,left,left,left,left,left,right,left,right,right,left,right,left,right,left,left,right,left,right,right,right,right,left
13,1975-01-09,valence,left,left,right,left,left,right,right,right,left,right,left,left,left,right,right,right,right,valence,right,right,left,left,valence,left,right,left,left,left,left,left,left,right,left,left,left,left,left,left,right,left,right,right,left,right,left,right,left,left,right,left,right,right,right,right,left
13,1977-02-15,valence,left,left,right,left,left,right,right,right,left,right,left,left,left,right,right,right,right,valence,right,right,left,left,valence,left,right,left,left,left,left,left,left,right,left,left,left,left,left,left,right,left,right,right,left,right,left,right,left,left,right,left,right,right,right,right,left
13,1979-10-23,valence,left,left,right,left,left,right,right,right,left,right,left,left,left,right,right,right,right,valence,right,right,left,left,valence,left,right,left,left,left,left,left,left,right,left,left,left,left,left,left,right,left,right,right,left,right,left,right,left,left,right,left,right,right,right,right,left
13,1981-12-08,valence,left,left,right,left,left,right,right,right,left,right,left,left,left,right,right,right,right,valence,right,right,left,left,valence,left,right,left,left,left,left,left,left,right,left,left,left,left,left,left,right,left,right,right,left,right,left,right,left,left,right,left,right,right,right,right,left
13,1984-01-10,valence,left,left,right,left,left,right,right,right,left,right,left,left,left,right,right,right,right,valence,right,right,left,left,valence,left,right,left,left,left,left,left,left,right,left,left,left,left,left,left,right,left,right,right,left,right,left,right,left,left,right,left,right,right,right,right,left
13,1987-09-08,valence,left,left,right,left,left,right,right,right,left,right,left,left,valence,right,right,right,right,valence,right,right,left,left,valence,left,right,left,left,left,left,left,left,right,left,left,left,left,left,left,right,left,right,right,left,right,left,right,left,left,right,left,right,right,right,right,left
13,1988-05-10,valence,left,left,right,left,left,right,right,right,left,right,left,left,valence,right,right,right,right,valence,right,right,left,left,valence,left,right,left,left,left,left,left,left,right,left,left,left,left,left,left,right,left,right,right,left,right,left,right,left,left,right,left,right,right,right,right,left
13,1990-12-12,valence,valence,left,right,left,left,right,right,right,left,right,left,left,valence,right,right,right,right,valence,right,right,left,left,valence,left,right,left,left,left,left,left,left,right,left,left,left,left,left,left,right,left,right,right,left,right,left,right,left,left,right,left,right,right,right,right,left
13,1994-09-21,valence,valence,left,right,left,left,right,right,right,left,right,left,left,valence,right,right,right,right,valence,right,right,left,left,valence,left,right,left,left,left,left,left,left,right,left,left,left,left,left,left,right,left,right,right,left,right,left,right,left,left,right,left,right,right,right,right,left
13,1998-03-11,valence,valence,left,right,left,left,right,right,right,valence,right,left,left,valence,right,right,right,right,valence,right,right,left,left,valence,left,right,left,left,left,left,left,left,right,left,left,left,left,left,left,right,left,right,right,left,right,left,right,left,left,right,left,right,right,right,right,left
13,2001-11-20,valence,valence,left,right,left,left,right,right,right,valence,right,left,left,valence,right,right,right,right,valence,right,right,left,left,valence,left,right,left,left,left,left,left,left,right,left,left,left,left,left,left,right,left,right,right,left,right,left,right,left,left,right,left,right,right,right,right,left
13,2005-02-08,valence,valence,left,right,left,left,right,right,right,valence,right,left,left,valence,right,right,right,right,valence,right,right,left,left,valence,left,right,left,left,left,left,left,left,right,left,left,left,left,left,left,right,left,right,right,left,right,left,right,left,left,right,left,right,right,right,right,left
13,2007-11-13,right,right,left,right,left,left,right,right,right,valence,right,left,valence,valence,valence,right,right,right,valence,right,right,left,left,right,right,left,left,left,right,left,left,left,right,left,left,left,left,left,left,right,left,right,right,left,right,valence,right,left,left,right,left,right,right,right,valence,left
13,2011-09-15,right,right,left,right,left,left,right,right,right,valence,right,left,valence,valence,valence,right,right,right,valence,right,right,left,left,right,right,left,left,left,right,left,left,left,right,left,left,left,left,left,left,right,left,right,right,left,right,valence,right,left,left,right,left,right,right,right,valence,left
14,1945-03-18,left,left,left,right,left,left,left,right,right,right,right,left,valence,valence,right,valence,right,right,valence,right,right,right,left,left,left,right,left,left,right,right,left,left,right,left,left,left,left,left,left,valence,left,right,right,valence,right,valence,right,valence,right,valence,left,right,left,right,right,valence
14,1948-07-02,left,left,left,right,left,left,left,right,right,right,right,left,valence,valence,right,valence,right,right,valence,right,right,right,left,left,left,right,left,left,right,right,left,left,right,left,left,left,left,left,left,valence,left,right,right,valence,right,valence,right,valence,right,valence,left,right,left,right,right,valence
14,1951-07-03,left,left,left,right,left,left,left,right,right,right,right,left,valence,valence,right,valence,right,right,valence,right,right,right,left,left,left,right,left,left,right,right,left,left,right,left,left,left,left,left,left,valence,left,right,right,valence,right,valence,right,valence,right,valence,left,right,left,right,right,valence
14,1954-03-08,left,left,left,right,left,left,left,right,right,right,right,left,valence,valence,right,valence,right,right,valence,right,right,right,left,left,left,right,left,left,right,right,left,left,right,left,left,left,left,left,left,valence,left,right,right,valence,right,valence,right,valence,right,valence,left,right,left,right,right,valence
14,1958-07-07,left,left,left,right,left,left,left,right,right,right,right,left,valence,valence,right,valence,right,right,valence,right,right,valence,left,left,left,right,left,left,right,right,left,left,right,left,left,left,left,left,left,valence,left,right,right,valence,right,valence,right,valence,right,valence,left,right,left,right,right,valence
14,1962-02-05,left,left,left,right,left,left,left,right,right,right,right,left,valence,valence,right,valence,right,right,valence,right,right,valence,left,left,left,right,left,left,right,right,left,left,right,left,left,left,left,left,left,valence,left,right,right,valence,right,valence,right,valence,right,valence,left,right,left,right,right,valence
14,1966-03-21,left,left,left,right,left,left,left,right,right,right,right,left,valence,valence,right,valence,right,right,valence,right,right,valence,left,left,left,right,left,left,right,right,left,left,right,left,left,left,left,left,left,valence,left,right,right,valence,right,valence,right,valence,right,valence,left,right,left,right,right,valence
14,1970-03-16,left,left,left,right,left,left,left,right,right,right,right,left,valence,valence,right,valence,right,right,valence,right,right,valence,left,left,left,right,left,left,right,valence,left,left,right,left,left,left,left,left,left,valence,left,right,right,valence,right,valence,right,valence,right,valence,left,right,left,right,right,valence
14,1972-01-03,left,left,left,right,left,left,left,right,right,right,right,left,valence,valence,right,valence,right,right,valence,right,right,valence,left,left,left,right,left,left,right,valence,left,left,right,left,left,left,left,left,left,valence,left,right,right,valence,right,valence,right,valence,right,valence,left,right,left,right,right,valence
14,1975-09-22,left,left,left,right,left,left,left,right,right,right,right,left,valence,valence,right,valence,right,right,valence,right,right,valence,left,left,left,right,left,left,right,valence,left,left,right,left,left,left,left,left,left,valence,left,right,right,valence,right,valence,right,valence,right,valence,left,right,left,right,right,valence
14,1979-03-13,left,left,left,right,left,left,left,right,right,right,right,left,valence,valence,right,valence,right,right,valence,right,right,left,left,left,left,right,left,left,right,valence,left,left,right,left,left,left,left,left,left,valence,left,right,right,valence,right,valence,right,valence,right,valence,left,right,left,right,right,valence
14,1983-03-21,left,left,left,right,left,left,left,right,right,right,right,left,valence,valence,right,valence,right,right,valence,right,right,left,left,left,left,right,left,left,right,valence,left,left,right,left,left,left,left,left,left,valence,left,right,right,valence,right,valence,right,valence,right,valence,left,right,left,right,right,valence
14,1987-03-16,left,left,left,right,left,left,left,right,right,right,right,left,valence,valence,right,valence,right,right,valence,right,right,left,left,left,left,right,left,left,right,valence,left,left,right,left,left,left,left,left,left,valence,left,right,right,valence,right,valence,right,valence,right,valence,left,right,left,right,right,valence
14,1991-03-17,right,valence,left,right,left,left,left,right,right,right,right,left,valence,valence,right,valence,right,right,valence,right,right,left,left,left,left,right,left,left,right,valence,left,left,right,left,left,left,left,left,left,valence,left,right,right,valence,right,valence,right,valence,right,valence,left,right,left,right,right,valence
14,1995-03-19,right,valence,left,right,left,left,left,right,right,right,right,left,valence,valence,right,valence,right,right,valence,right,right,left,left,left,left,right,left,left,valence,valence,left,left,right,left,left,left,left,left,left,valence,left,right,right,valence,right,valence,right,valence,right,valence,left,right,left,right,right,valence
14,1999-03-21,right,valence,left,right,left,left,left,right,right,right,right,left,valence,valence,right,valence,right,right,valence,right,right,left,left,left,left,right,left,left,valence,valence,left,left,right,left,left,left,left,left,left,valence,left,right,right,valence,right,valence,right,valence,right,valence,left,right,left,right,right,valence
14,2003-03-16,right,valence,left,right,left,left,left,right,right,right,right,left,valence,valence,right,valence,right,right,valence,right,right,left,left,left,left,right,left,left,valence,valence,left,left,right,left,left,left,left,left,left,valence,left,right,right,valence,right,valence,right,valence,right,valence,left,right,left,right,right,valence
14,2007-03-18,left,right,right,right,left,left,left,right,right,right,right,valence,right,valence,right,valence,valence,right,valence,right,right,left,left,left,valence,right,right,valence,left,valence,valence,valence,valence,left,left,left,left,left,valence,valence,left,right,right,left,right,right,right,valence,left,right,left,right,right,right,left,left
14,2011-04-17,left,right,right,right,left,left,left,right,right,right,right,valence,right,valence,right,valence,valence,right,valence,right,right,left,left,left,valence,right,right,valence,left,valence,valence,valence,valence,left,left,left,left,left,valence,valence,left,right,right,left,right,right,right,valence,left,right,left,right,right,right,left,left
15,1946-06-30,left,valence,left,right,left,left,left,left,right,right,valence,right,left,right,right,left,valence,left,valence,right,valence,left,left,valence,left,right,left,valence,valence,valence,left,left,right,left,left,left,valence,left,left,valence,valence,valence,right,valence,right,left,right,right,valence,valence,left,valence,left,valence,valence,valence
15,1949-10-23,left,valence,left,right,left,left,left,left,right,right,valence,right,left,right,right,left,valence,left,valence,right,valence,left,left,valence,left,right,left,valence,valence,valence,left,left,right,left,left,left,valence,left,left,valence,valence,valence,right,valence,right,left,right,right,valence,valence,left,valence,left,valence,valence,valence
15,1953-06-28,left,valence,left,right,left,left,left,left,right,right,valence,right,left,right,right,left,valence,left,valence,right,valence,left,left,valence,left,right,left,valence,valence,valence,left,left,right,left,left,left,valence,left,left,valence,valence,valence,right,valence,right,left,right,right,valence,valence,left,valence,left,valence,valence,valence
15,1956-06-24,left,valence,left,right,left,left,left,left,right,right,valence,right,left,right,right,left,valence,left,valence,right,valence,left,left,valence,left,right,left,valence,valence,valence,left,left,right,left,left,left,valence,left,left,valence,valence,valence,right,valence,right,left,right,right,valence,valence,left,valence,left,valence,valence,valence
15,1959-06-28,left,valence,left,right,left,left,left,left,right,right,valence,right,left,right,right,left,valence,left,valence,right,valence,left,left,valence,left,right,left,valence,valence,valence,left,left,right,left,left,left,valence,left,left,valence,valence,valence,right,valence,right,left,right,right,valence,valence,left,valence,left,valence,valence,valence
15,1959-10-25,left,valence,left,right,left,left,left,left,right,right,valence,right,left,right,right,left,valence,left,valence,right,valence,left,left,valence,left,right,left,valence,valence,valence,left,left,right,left,left,left,valence,left,left,valence,valence,valence,right,valence,right,left,right,right,valence,valence,left,valence,left,valence,valence,valence
15,1963-06-09,left,valence,left,right,left,left,left,left,right,right,valence,right,left,right,right,left,valence,left,valence,right,valence,left,left,valence,left,right,left,valence,valence,valence,left,left,right,left,left,left,valence,left,left,valence,valence,valence,right,valence,right,left,right,right,valence,valence,left,valence,left,valence,valence,valence
15,1967-06-11,left,valence,left,right,left,left,left,left,right,right,valence,right,left,right,right,left,valence,left,valence,right,valence,left,left,valence,left,right,valence,valence,valence,valence,left,left,right,left,left,left,valence,left,left,valence,valence,valence,right,valence,right,left,right,right,valence,valence,left,valence,left,valence,valence,valence
15,1971-06-13,left,valence,left,right,left,left,left,left,right,right,valence,right,left,right,right,left,valence,left,valence,right,valence,left,left,valence,left,right,valence,valence,valence,valence,left,left,right,left,left,left,valence,left,left,valence,valence,valence,right,valence,right,left,right,right,valence,valence,left,valence,left,valence,valence,valence
15,1974-06-30,left,valence,left,right,left,left,valence,left,right,right,valence,right,left,right,right,left,valence,left,valence,right,valence,left,left,valence,left,right,valence,valence,valence,valence,left,left,right,left,left,left,valence,left,left,valence,valence,valence,right,valence,right,left,valence,right,valence,valence,left,valence,left,valence,valence,valence
15,1978-06-25,left,valence,left,right,left,left,valence,left,right,right,valence,right,left,right,right,left,valence,left,valence,right,valence,left,left,valence,left,right,valence,valence,valence,valence,left,left,right,left,left,left,valence,left,left,valence,valence,valence,right,valence,right,left,valence,right,valence,valence,left,valence,left,valence,valence,valence
15,1979-12-02,left,valence,left,right,left,left,valence,left,right,right,valence,right,left,right,right,left,valence,left,valence,right,valence,left,left,valence,left,right,valence,valence,valence,valence,left,left,right,left,left,left,valence,left,left,valence,valence,valence,right,valence,right,left,valence,right,valence,valence,left,valence,left,valence,valence,valence
15,1983-04-23,left,valence,left,right,left,left,valence,left,right,right,valence,right,left,right,right,left,valence,left,valence,right,valence,left,left,valence,left,right,valence,valence,right,right,left,left,right,left,left,left,valence,left,left,valence,valence,valence,right,valence,right,left,valence,right,valence,valence,left,valence,left,valence,left,left
15,1987-04-25,left,valence,left,right,left,left,valence,left,right,right,valence,right,left,right,right,left,valence,left,valence,right,valence,valence,left,valence,left,right,valence,valence,right,right,left,left,right,left,left,left,valence,left,left,valence,valence,valence,right,valence,right,left,valence,right,valence,valence,left,valence,left,valence,left,left
15,1991-04-20,left,valence,left,right,left,left,valence,left,right,right,valence,right,left,right,right,left,valence,left,valence,right,valence,valence,left,valence,left,right,valence,valence,right,right,left,left,right,left,left,left,valence,left,left,valence,valence,valence,right,valence,right,left,valence,right,valence,valence,left,valence,left,valence,left,left
15,1995-04-08,left,valence,left,right,left,left,valence,left,right,right,valence,right,left,right,right,left,valence,left,valence,right,right,valence,left,valence,left,right,valence,valence,right,right,left,left,right,left,left,left,valence,left,left,valence,valence,valence,right,valence,right,left,valence,right,valence,valence,left,valence,left,valence,left,left
15,1999-05-08,left,valence,left,right,left,left,left,left,right,left,left,right,left,right,right,left,valence,left,valence,right,right,valence,left,valence,right,right,valence,valence,right,right,left,left,right,left,left,valence,valence,left,left,valence,valence,valence,right,valence,right,left,valence,right,valence,valence,left,valence,left,right,left,left
